Brand,Price,Sales,BSR,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Dimensions,Weight,period,Creation Date_year,Creation Date_month,Creation Date_day,Size Tier_Large Envelope,Size Tier_Large Letter,Size Tier_Large Oversize,Size Tier_Small Envelope,Size Tier_Small Oversize,Size Tier_Standard Envelope,Size Tier_Standard Parcel,Delivery_AMZ,Delivery_FBA,Delivery_MFN
1202,-0.34352030492290636,0,204244,0.0600845233446075,4,0.9346986672138545,-1.0448565661371165,-0.06637313438034592,163,8,0.25225139794582135,0.3935675281718631,1234,2018,8,15,0,0,1,0,0,0,0,0,0,1
626,-0.4709923561646586,2,204898,0.0600845233446075,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,652,8,-1.054080838316762,-1.53439701763214,1888,2016,10,30,0,0,0,0,0,0,1,0,1,0
625,-0.5971896868939933,1,208249,0.6706896793644255,5,-0.597979472116267,-1.0448565661371165,0.0032334738069000374,358,13,-1.052817949457266,-1.3908251897531188,2321,2015,8,24,0,0,0,0,0,0,1,0,0,1
1262,0.9299254869821985,0,209902,-0.5505206326752106,5,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,630,8,0.25225139794582135,0.3935675281718631,1188,2018,9,30,0,0,1,0,0,0,0,0,0,1
552,-1.2345499431027545,1134,1369,1.8918999914040615,5,2.089760453375685,0.6677706202117515,0.3512665147431298,38,8,-0.1532982973771624,2.1369397238456957,2241,2015,11,12,0,0,1,0,0,0,0,1,0,0
423,-0.3651905536340042,386,3602,0.6706896793644255,5,2.711716799770517,-0.35980569159756937,0.21205329836863793,170,8,-0.031140862125064107,0.7730073589949915,3655,2011,12,29,0,0,1,0,0,0,0,0,0,1
1263,-0.08857620243940188,417,3778,0.6706896793644255,5,2.704312557551531,1.0102960574815252,-0.7624392162528055,233,8,-0.8165855676538429,-0.4473531779766914,4868,2008,9,2,0,0,1,0,0,0,0,0,1,0
135,-0.9808805611316675,266,4826,-0.5505206326752106,4,2.585844682047753,-0.35980569159756937,0.3512665147431298,38,8,1.1452401104953893,1.7062242402086316,2121,2016,3,11,0,0,1,0,0,0,0,1,0,0
1323,0.42131200252760703,411,4764,-0.5505206326752106,4,3.911204039246264,1.0102960574815252,0.0032334738069000374,523,13,0.9089265429795695,0.7319868367438425,1650,2017,6,25,0,0,1,0,0,0,0,0,1,0
621,0.4098395179158494,229,6509,-0.5505206326752106,4,2.9116313396831415,1.6953469320210723,0.28165990655588385,318,8,0.8952422401234601,0.3935675281718631,2522,2015,2,4,0,0,1,0,0,0,0,0,1,0
978,0.1663679000441026,227,5606,-0.5505206326752106,5,0.14984899200132848,0.6677706202117515,0.0032334738069000374,38,8,0.7615113305375524,2.27025642116193,2241,2015,11,12,0,0,1,0,0,0,0,1,0,0
136,-0.7896724842690391,149,8290,2.5025051474238795,4,0.7273798850822438,1.0102960574815252,0.0032334738069000374,38,8,-0.3940951203441927,-0.35505700291160625,5081,2008,2,2,0,0,1,0,0,0,0,1,0,0
1067,0.4098395179158494,130,8263,-0.5505206326752106,4,0.37938050078989743,-0.35980569159756937,0.3512665147431298,85,8,-0.4236467196563968,0.8653035340600767,1522,2017,10,31,0,0,1,0,0,0,0,0,1,0
1085,-0.34479502543532387,103,8113,-0.5505206326752106,4,0.73478412730123,0.3252451829419779,0.21205329836863793,554,8,-1.060647860386141,-1.0524058811811392,1235,2018,8,14,0,0,0,0,1,0,0,0,1,0
859,1.4410884124616248,213,9607,-0.5505206326752106,4,-0.05746979013028216,0.6677706202117515,0.072840081994146,441,8,0.25225139794582135,0.3935675281718631,568,2020,6,11,0,0,1,0,0,0,0,0,0,1
135,-0.6749476381514622,113,9642,0.6706896793644255,5,1.4974210758567976,-0.017280254327795737,0.0032334738069000374,38,8,-0.8744980424964417,0.05514821959988393,3222,2013,3,6,0,0,1,0,0,0,0,1,0,0
108,0.4098395179158494,74,11979,-0.5505206326752106,5,0.06840232759248145,1.0102960574815252,0.14244669018139197,63,13,-1.2363157007420238,-1.3498046675019697,532,2020,7,17,0,0,0,0,0,0,1,0,1,0
822,-0.3945091254196073,63,12665,0.0600845233446075,5,-0.5683625032403227,-1.0448565661371165,0.0032334738069000374,38,13,-0.8118767963348651,0.30127135310677794,1005,2019,4,1,0,0,1,0,0,0,0,1,0,0
135,-0.7335847817226683,124,13953,1.2812948353842435,4,0.9421029094328406,0.3252451829419779,0.28165990655588385,68,8,-0.6692786028283539,-0.35505700291160625,3385,2012,9,24,0,0,1,0,0,0,0,0,0,1
1237,-0.8342877022036526,62,21591,2.5025051474238795,5,-0.4128734166416147,1.3528214947512986,0.21205329836863793,209,8,-1.1714212546333547,-0.3960775251627553,1100,2018,12,27,0,0,1,0,0,0,0,0,0,1
624,0.9312002074946157,13,49841,-0.5505206326752106,4,-0.5757667454593087,-0.702331128867343,0.0032334738069000374,508,8,0.25225139794582135,0.3935675281718631,539,2020,7,10,0,0,1,0,0,0,0,0,0,1
624,0.03889584880235035,8,49718,0.0600845233446075,4,-0.48691583883147566,-0.35980569159756937,0.0032334738069000374,508,8,-1.2281790882329857,-0.7550070948603089,539,2020,7,10,0,0,1,0,0,0,0,0,0,1
628,0.687728589622869,14,66785,1.8918999914040615,4,2.6969083153325446,-0.35980569159756937,0.0032334738069000374,38,8,-0.6455543335392521,-1.0318956200555647,710,2020,1,21,0,0,0,0,1,0,0,1,0,0
242,-1.372219758443847,13,75801,-0.5505206326752106,4,0.009168389840592693,1.0102960574815252,0.0032334738069000374,38,8,-1.270576071373206,-0.6216903975440747,1211,2018,9,7,0,0,1,0,0,0,0,1,0,0
268,1.1287818869193318,13,80886,0.6706896793644255,4,-0.42768190107958687,3.0654486811001673,0.0032334738069000374,660,8,-0.709420427290903,0.8242830118089276,3004,2013,10,10,0,0,1,0,0,0,0,0,0,1
366,0.3563012563943134,4,68091,3.1131103034436975,4,-0.5461497765833644,-0.017280254327795737,0.0032334738069000374,269,15,-0.9378228981654516,-0.8062827476742452,1414,2018,2,16,0,0,1,0,0,0,0,0,1,0
558,0.08478578724938107,1,86412,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,556,8,0.25225139794582135,0.3935675281718631,1894,2016,10,24,0,0,1,0,0,0,0,0,0,1
666,-0.08857620243940188,4,89246,-0.5505206326752106,5,-0.03525706347332387,0.3252451829419779,0.0032334738069000374,209,8,-0.7787710669466507,0.3935675281718631,837,2019,9,16,0,0,1,0,0,0,0,0,0,1
1077,1.3136163612198726,2,97850,-0.5505206326752106,5,0.6311247362354246,1.3528214947512986,0.0032334738069000374,38,8,0.321051778884217,0.8242830118089276,1815,2017,1,11,0,0,1,0,0,0,0,1,0,0
1237,-0.9171445355107914,3,100021,1.8918999914040615,5,-0.2944055411378372,0.6677706202117515,0.0032334738069000374,38,8,-0.7613792832244497,0.8447932729345021,2129,2016,3,3,0,0,1,0,0,0,0,1,0,0
1237,-0.08857620243940188,1,106123,-0.5505206326752106,4,-0.12410797010115701,1.0102960574815252,0.0032334738069000374,38,8,-1.1683903213705644,-0.42684291685111686,876,2019,8,8,0,0,1,0,0,0,0,1,0,0
268,2.346139976278066,1,104207,0.0600845233446075,5,-0.6053837143352532,1.3528214947512986,0.0032334738069000374,477,8,-0.6738791265308034,-1.1241917951206502,2982,2013,11,1,0,0,0,0,1,0,0,0,0,1
1207,3.0000715991482543,2,108537,0.6706896793644255,0,-0.6127879565542392,-0.702331128867343,0.0032334738069000374,68,8,-0.6738791265308034,-1.1241917951206502,2473,2015,3,25,0,0,0,0,1,0,0,0,0,1
72,-0.15103750754786052,5,120802,0.6706896793644255,5,-0.5239370499264061,-1.0448565661371165,0.0032334738069000374,114,13,2.818531766788646,-0.5601596141673513,701,2020,1,30,0,0,1,0,0,0,0,0,1,0
545,-1.1134514944230898,0,122557,-0.5505206326752106,4,0.02397687427856488,-1.0448565661371165,0.0032334738069000374,209,8,-0.7362658361899023,0.8653035340600767,2328,2015,8,17,0,0,1,0,0,0,0,0,0,1
1186,-0.08857620243940188,1,129483,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,209,8,-0.47349474706764333,0.793517620120566,234,2021,5,11,0,0,1,0,0,0,0,0,0,1
1206,-0.0860267614145669,2,141439,0.0600845233446075,4,-0.5461497765833644,-1.0448565661371165,0.0032334738069000374,476,13,-0.8720624711245567,0.8653035340600767,1399,2018,3,3,0,0,1,0,0,0,0,0,0,1
1238,-0.771826397095194,0,151786,0.6706896793644255,3,-0.5609582610213366,0.6677706202117515,0.0032334738069000374,209,8,-0.9290277793225334,-0.37556726403718077,2090,2016,4,11,0,0,1,0,0,0,0,0,0,1
1207,-0.5538491894717976,2,149082,1.8918999914040615,2,-0.6053837143352532,-0.702331128867343,0.0032334738069000374,556,8,-0.6738791265308034,-1.1241917951206502,1778,2017,2,17,0,0,0,0,1,0,0,0,0,1
1270,1.1861443099781201,2,158573,-0.5505206326752106,5,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,254,8,0.25225139794582135,0.3935675281718631,1791,2017,2,4,0,0,1,0,0,0,0,0,0,1
787,-1.0318693816283684,0,165195,1.8918999914040615,5,-0.5461497765833644,-1.0448565661371165,0.0032334738069000374,651,8,-0.9476734312695198,-0.8062827476742452,2772,2014,5,30,0,0,1,0,0,0,0,0,1,0
1207,-1.0446165867525437,0,167974,0.0600845233446075,4,-0.435086143298573,1.0102960574815252,0.0032334738069000374,503,8,-1.1489057503954845,-0.35505700291160625,2032,2016,6,8,0,0,1,0,0,0,0,0,0,1
77,-0.5984644074064108,28,13520,0.0600845233446075,4,-0.5091285654884339,1.6953469320210723,0.0032334738069000374,38,13,-0.984369373272587,-0.17046465278143558,2097,2016,4,4,0,0,1,0,0,0,0,1,0,0
1184,-0.4952120459005915,87,12344,0.0600845233446075,5,0.2386998986291616,0.3252451829419779,0.0032334738069000374,291,8,-1.0035652839369251,-0.919089183864905,1927,2016,9,21,0,0,1,0,0,0,0,0,1,0
1006,-0.603563289456081,91,14070,0.0600845233446075,5,0.22389141419118944,-0.702331128867343,0.14244669018139197,453,15,-1.2356842563122759,-0.6729660503580109,5081,2008,2,2,0,0,1,0,0,0,0,0,1,0
757,-0.4709923561646586,63,12386,3.1131103034436975,4,0.7792095806151466,-0.702331128867343,0.0032334738069000374,395,8,-0.8684000934320184,0.32178161423235246,2289,2015,9,25,0,0,1,0,0,0,0,0,1,0
634,-0.9031226098741988,62,13828,0.0600845233446075,4,-0.1463206967581153,0.3252451829419779,0.0032334738069000374,48,8,-0.5145747175401035,0.8858137951856512,834,2019,9,19,0,0,1,0,0,0,0,0,1,0
1046,-0.026114897330943267,56,20475,3.1131103034436975,0,-0.6127879565542392,-0.017280254327795737,0.0032334738069000374,562,8,-0.996493106323748,-0.4473531779766914,381,2020,12,15,0,0,1,0,0,0,0,0,1,0
889,-0.5729699971580605,66,16450,1.2812948353842435,5,0.009168389840592693,0.6677706202117515,0.0032334738069000374,68,13,0.6324170271929369,2.5163795546688243,1516,2017,11,6,0,0,1,0,0,0,0,0,0,1
826,-0.603563289456081,85,17958,1.8918999914040615,4,0.2609126252861199,2.037872369290846,0.0032334738069000374,38,13,-1.003312706165026,-0.2832710889720954,4864,2008,9,6,0,0,1,0,0,0,0,1,0,0
1211,0.613794799902653,132,17512,1.8918999914040615,5,0.73478412730123,1.6953469320210723,0.0032334738069000374,38,8,1.5767692337851456,0.8345381423717151,3239,2013,2,17,0,0,1,0,0,0,0,1,0,0
361,0.2301039256649787,181,12498,0.0600845233446075,5,0.20908292975321724,-1.0448565661371165,0.0032334738069000374,212,8,0.3918637613630955,1.0909164064413963,1703,2017,5,3,0,0,1,0,0,0,0,0,1,0
125,-0.34479502543532387,45,12813,3.1131103034436975,4,-0.361043721108712,-1.0448565661371165,0.21205329836863793,562,8,-1.0743502045116715,-0.5396493530417767,2628,2014,10,21,0,0,1,0,0,0,0,0,1,0
1087,-0.5997391279188283,33,35254,0.0600845233446075,4,-0.5461497765833644,-0.017280254327795737,0.0032334738069000374,38,8,-0.8477067574057067,1.0293856230646727,4041,2010,12,8,0,0,1,0,0,0,0,1,0,0
196,0.11792852057223663,19,40257,-0.5505206326752106,0,-0.6127879565542392,-0.35980569159756937,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,945,2019,5,31,0,0,1,0,0,0,0,0,0,1
663,2.5832379915877253,43,38865,-0.5505206326752106,5,-0.5831709876782949,1.0102960574815252,0.0032334738069000374,337,8,0.25225139794582135,0.3935675281718631,620,2020,4,20,0,0,1,0,0,0,0,0,0,1
125,-0.4709923561646586,9,47032,-0.5505206326752106,4,-0.5683625032403227,-1.0448565661371165,0.0032334738069000374,358,8,0.25225139794582135,0.3935675281718631,2628,2014,10,21,0,0,1,0,0,0,0,0,0,1
32,-0.5334536612731172,27,45956,-0.5505206326752106,5,-0.48691583883147566,-1.0448565661371165,0.0032334738069000374,358,8,0.25225139794582135,0.3935675281718631,2714,2014,7,27,0,0,1,0,0,0,0,0,0,1
43,1.566011022678542,16,48582,0.0600845233446075,5,-0.5239370499264061,1.0102960574815252,0.0032334738069000374,472,8,-0.8974826197392675,0.5063739643625227,507,2020,8,11,0,0,1,0,0,0,0,0,0,1
859,1.4410884124616248,46,55331,-0.5505206326752106,5,-0.5535540188023504,-0.017280254327795737,0.072840081994146,441,8,0.25225139794582135,0.3935675281718631,436,2020,10,21,0,0,1,0,0,0,0,0,0,1
125,-0.4709923561646586,3,52705,-0.5505206326752106,4,-0.5387455343643783,-1.0448565661371165,0.0032334738069000374,209,8,0.25225139794582135,0.3935675281718631,2628,2014,10,21,0,0,1,0,0,0,0,0,0,1
361,-0.4709923561646586,34,56999,-0.5505206326752106,5,-0.33883099445175374,-1.0448565661371165,0.0032334738069000374,212,8,-0.4964432417716264,-0.17046465278143558,1702,2017,5,4,0,0,1,0,0,0,0,0,1,0
44,1.534143009868104,5,58810,-0.5505206326752106,0,-0.6127879565542392,-0.702331128867343,0.0032334738069000374,233,8,-0.9258615365390829,0.2397405697300544,86,2021,10,6,0,0,1,0,0,0,0,0,0,1
1332,-0.5487503074221274,29,58086,0.6706896793644255,4,-0.5461497765833644,-1.0448565661371165,0.0032334738069000374,257,8,0.25225139794582135,0.3935675281718631,870,2019,8,14,0,0,1,0,0,0,0,0,0,1
819,-0.22242185624324182,44,61146,-0.5505206326752106,5,-0.6053837143352532,-0.702331128867343,0.0032334738069000374,651,13,-1.4317567723837286,-1.5446521481949274,617,2020,4,23,0,0,0,1,0,0,0,0,1,0
1032,-0.5589480715214675,23,57444,-0.5505206326752106,4,-0.44989462773654515,-0.702331128867343,0.0032334738069000374,399,8,-1.20032336824639,-1.4215905814414804,448,2020,10,9,0,0,0,0,0,0,1,0,1,0
196,-0.3473444664601589,1,67375,-0.5505206326752106,4,-0.45729886995553126,-0.35980569159756937,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,1225,2018,8,24,0,0,1,0,0,0,0,0,0,1
1088,-0.41745409464312266,10,76221,-0.5505206326752106,5,-0.5683625032403227,-0.017280254327795737,0.0032334738069000374,38,13,2.2720436747459165,1.7062242402086316,207,2021,6,7,0,0,1,0,0,0,0,1,0,0
196,-0.9018478893617812,5,75993,-0.5505206326752106,0,-0.6127879565542392,-0.35980569159756937,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,945,2019,5,31,0,0,1,0,0,0,0,0,0,1
196,-0.0771037178276442,14,78952,-0.5505206326752106,4,-0.44989462773654515,-1.0448565661371165,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,3175,2013,4,22,0,0,1,0,0,0,0,0,0,1
125,-0.5984644074064108,11,83485,0.0600845233446075,4,-0.5313412921453922,-1.0448565661371165,0.0032334738069000374,301,8,0.25225139794582135,0.3935675281718631,2628,2014,10,21,0,0,1,0,0,0,0,0,0,1
361,0.47357554353672526,2,89277,0.0600845233446075,4,-0.5387455343643783,0.6677706202117515,0.0032334738069000374,556,8,0.5725741365222519,1.1832125815064813,4050,2010,11,29,0,0,1,0,0,0,0,0,0,1
789,-0.08857620243940188,10,95509,1.8918999914040615,5,-0.24998008782392062,-1.0448565661371165,0.0032334738069000374,504,8,0.899066989240791,0.9370894479995876,2416,2015,5,21,0,0,1,0,0,0,0,0,0,1
125,-0.5984644074064108,15,97464,0.0600845233446075,4,-0.5239370499264061,-1.0448565661371165,0.0032334738069000374,301,8,-1.0022031680956116,-0.6524557892324365,2628,2014,10,21,0,0,1,0,0,0,0,0,0,1
1031,-0.20330104855697895,3,102919,-0.5505206326752106,4,-0.5683625032403227,0.3252451829419779,0.0032334738069000374,472,8,-0.880559909022022,1.0498958841902473,1446,2018,1,15,0,0,1,0,0,0,0,0,0,1
24,0.1663679000441026,5,102404,0.0600845233446075,4,-0.5683625032403227,-1.0448565661371165,0.0032334738069000374,257,8,0.25225139794582135,0.3935675281718631,811,2019,10,12,0,0,1,0,0,0,0,0,0,1
1331,-0.08857620243940188,7,112867,-0.5505206326752106,4,-0.3018097833568233,1.0102960574815252,0.21205329836863793,209,8,-0.22190022435192328,-0.006382563776839628,1171,2018,10,17,0,0,1,0,0,0,0,0,0,1
125,-0.4709923561646586,11,117902,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,358,8,0.25225139794582135,0.3935675281718631,2628,2014,10,21,0,0,1,0,0,0,0,0,0,1
512,-0.603563289456081,5,121559,-0.5505206326752106,0,-0.6127879565542392,1.6953469320210723,0.0032334738069000374,274,13,-1.3436432125297557,-1.3498046675019697,246,2021,4,29,0,0,0,0,0,0,1,0,1,0
508,-0.8534085098899153,12,122129,-0.5505206326752106,5,-0.590575229897281,-0.017280254327795737,0.0032334738069000374,272,13,-0.6943740085934803,-1.083171272869501,277,2021,3,29,0,0,0,0,1,0,0,0,1,0
238,1.568560463703377,0,130632,-0.5505206326752106,4,-0.47210735439350343,0.6677706202117515,0.0032334738069000374,38,13,1.690429231139779,0.5679047477392463,1835,2016,12,22,0,0,1,0,0,0,0,1,0,0
887,2.72983085051574,7,133540,-0.5505206326752106,0,-0.6127879565542392,0.3252451829419779,0.0032334738069000374,38,9,-0.5152242032392728,0.18846491691611808,442,2020,10,15,0,0,1,0,0,0,0,1,0,0
196,-1.1287481405721,3,140871,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,687,2020,2,13,0,0,1,0,0,0,0,0,0,1
728,1.8235045661868814,0,149811,0.6706896793644255,4,-0.48691583883147566,0.6677706202117515,0.0032334738069000374,6,13,2.1102134880362238,1.9933678959666743,3427,2012,8,13,0,0,1,0,0,0,0,0,1,0
196,-0.8572326714271679,3,155927,-0.5505206326752106,4,-0.597979472116267,-0.35980569159756937,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,1521,2017,11,1,0,0,1,0,0,0,0,0,0,1
822,-0.22242185624324182,1,158807,-0.5505206326752106,5,-0.597979472116267,-1.0448565661371165,0.0032334738069000374,170,13,-0.8787196995410423,1.0498958841902473,1982,2016,7,28,0,0,1,0,0,0,0,0,0,1
196,0.17529094363102526,2,177876,-0.5505206326752106,4,-0.5609582610213366,-1.0448565661371165,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,1225,2018,8,24,0,0,1,0,0,0,0,0,0,1
1087,0.1574448564571799,4,178551,-0.5505206326752106,1,-0.6053837143352532,-0.017280254327795737,0.0032334738069000374,38,8,-0.6464924795491632,1.5934178040179714,276,2021,3,30,0,0,1,0,0,0,0,1,0,0
32,-0.8534085098899153,2,179795,-0.5505206326752106,5,-0.597979472116267,-1.0448565661371165,0.0032334738069000374,209,8,0.25225139794582135,0.3935675281718631,2714,2014,7,27,0,0,1,0,0,0,0,0,0,1
822,-0.02484017681852577,2,182372,-0.5505206326752106,5,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,616,13,-0.8118767963348651,0.8653035340600767,1768,2017,2,27,0,0,1,0,0,0,0,0,0,1
196,-0.5156075740992718,1,183462,-0.5505206326752106,5,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,1225,2018,8,24,0,0,1,0,0,0,0,0,0,1
1240,-0.08857620243940188,1,184723,-0.5505206326752106,4,-0.5831709876782949,1.6953469320210723,0.0032334738069000374,651,8,-0.2841696657597832,-0.07816847771635045,709,2020,1,22,0,0,1,0,0,0,0,0,1,0
362,0.548784053769359,2,200353,0.6706896793644255,4,-0.597979472116267,-1.0448565661371165,0.0032334738069000374,352,8,0.9162783602687778,1.2037228426320559,938,2019,6,7,0,0,1,0,0,0,0,0,1,0
1087,0.03889584880235035,0,204337,-0.5505206326752106,0,-0.6127879565542392,-0.017280254327795737,0.0032334738069000374,38,8,-0.6280182196616801,1.56265241232961,276,2021,3,30,0,0,1,0,0,0,0,1,0,0
196,-0.9579355919081521,0,214148,-0.5505206326752106,3,-0.597979472116267,-0.35980569159756937,0.0032334738069000374,96,8,0.25225139794582135,0.3935675281718631,1225,2018,8,24,0,0,1,0,0,0,0,0,0,1
139,-0.35499278953466407,0,221372,-0.5505206326752106,4,-0.2721928144808789,1.0102960574815252,0.0032334738069000374,693,8,-1.2401043673205117,-1.3498046675019697,881,2019,8,3,0,0,0,0,0,0,1,0,0,1
44,0.08988466929905128,1,255133,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,233,8,0.25225139794582135,0.3935675281718631,86,2021,10,6,0,0,1,0,0,0,0,0,0,1
32,-0.8534085098899153,0,284725,0.0600845233446075,4,-0.6053837143352532,-1.0448565661371165,0.0032334738069000374,209,8,0.25225139794582135,0.3935675281718631,2714,2014,7,27,0,0,1,0,0,0,0,0,0,1
45,2.0657014635462105,54,17424,0.6706896793644255,5,-0.24998008782392062,-1.0448565661371165,0.072840081994146,558,8,0.25225139794582135,0.3935675281718631,1795,2017,1,31,0,0,1,0,0,0,0,0,0,1
1007,-0.603563289456081,71,17633,-0.5505206326752106,5,-0.07968251678724043,-1.0448565661371165,0.14244669018139197,453,15,-0.9760343067999139,-0.5806698752929258,5081,2008,2,2,0,0,1,0,0,0,0,0,1,0
255,-0.7272111791605805,42,16498,0.6706896793644255,4,-0.24998008782392062,-1.0448565661371165,0.0032334738069000374,51,8,0.6044079564162596,0.07565848072545846,1303,2018,6,7,0,0,1,0,0,0,0,0,1,0
1158,0.548784053769359,36,31019,-0.5505206326752106,5,-0.4054691744226286,-1.0448565661371165,0.0032334738069000374,43,8,2.1905151782307435,2.9470950383058887,765,2019,11,27,0,0,1,0,0,0,0,0,0,1
85,1.1555510176800998,53,22855,1.2812948353842435,5,0.9791241205277711,2.7229232438303934,0.0032334738069000374,38,13,-0.07698372772476607,1.8600511986504402,3865,2011,6,2,0,0,1,0,0,0,0,1,0,0
1149,-0.0771037178276442,31,25722,-0.5505206326752106,5,-0.5239370499264061,-0.35980569159756937,0.0032334738069000374,38,13,-0.10539872706342415,0.8858137951856512,1313,2018,5,28,0,0,1,0,0,0,0,1,0,0
1145,-0.34352030492290636,38,40219,-0.5505206326752106,5,-0.45729886995553126,-0.702331128867343,0.0032334738069000374,61,8,0.6445948840523615,2.229235898910781,752,2019,12,10,0,0,1,0,0,0,0,0,1,0
85,2.7795449505000236,6,108058,-0.5505206326752106,5,-0.435086143298573,-1.0448565661371165,0.0032334738069000374,258,8,0.4271795462554281,3.172707910687208,2298,2015,9,16,0,0,1,0,0,0,0,0,0,1
85,1.363330461204156,61,37441,2.5025051474238795,4,-0.3980649322036425,1.6953469320210723,0.0032334738069000374,38,8,-0.06412030262732939,2.177960246096845,3865,2011,6,2,0,0,1,0,0,0,0,1,0,0
142,-1.065012114951224,87,38063,1.8918999914040615,5,-0.19074615007203186,0.6677706202117515,0.14244669018139197,38,8,-0.2807598658391438,0.2602508308556289,4864,2008,9,6,0,0,1,0,0,0,0,1,0,0
45,1.5889559919020573,35,34921,0.6706896793644255,5,-0.28700129891885107,-0.702331128867343,0.0032334738069000374,558,8,0.25225139794582135,0.3935675281718631,2473,2015,3,25,0,0,1,0,0,0,0,0,0,1
142,-0.8534085098899153,26,26012,2.5025051474238795,4,-0.1315122123201431,-0.35980569159756937,0.0032334738069000374,5,8,-0.029111219315159993,0.2602508308556289,4569,2009,6,28,0,0,1,0,0,0,0,0,1,0
665,-1.1771875200439659,19,40607,-0.5505206326752106,5,-0.3832564477656703,1.0102960574815252,0.0032334738069000374,338,8,0.25225139794582135,0.3935675281718631,1870,2016,11,17,0,0,1,0,0,0,0,0,0,1
616,1.056122817711533,9,39378,0.6706896793644255,4,-0.4128734166416147,0.3252451829419779,0.0032334738069000374,38,15,0.36288046203766433,2.8547988632408035,5422,2007,2,26,0,0,1,0,0,0,0,1,0,0
1317,-0.603563289456081,41,45447,1.2812948353842435,4,-0.07968251678724043,0.3252451829419779,0.0032334738069000374,38,13,-0.9513087470579258,-0.35505700291160625,4221,2010,6,11,0,0,1,0,0,0,0,1,0,0
121,-1.11855037647276,18,43303,1.2812948353842435,4,-0.3018097833568233,-1.0448565661371165,0.0032334738069000374,38,15,-1.4154835473656524,-1.3498046675019697,3307,2012,12,11,0,0,0,0,0,0,1,1,0,0
661,0.6775308255235291,24,52693,0.0600845233446075,4,-0.42768190107958687,-0.017280254327795737,0.0032334738069000374,38,8,0.45180587901559854,3.193218171812783,960,2019,5,16,0,0,1,0,0,0,0,1,0,0
135,1.6335712098366708,1,58497,0.0600845233446075,5,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,76,8,-0.6738791265308034,-1.1241917951206502,1893,2016,10,25,0,0,0,0,1,0,0,0,0,1
1005,-0.603563289456081,25,65053,-0.5505206326752106,5,-0.361043721108712,-0.702331128867343,0.0032334738069000374,453,13,-1.245652057667583,-0.5396493530417767,5081,2008,2,2,0,0,1,0,0,0,0,0,1,0
45,1.8859658712953402,21,60918,0.6706896793644255,5,-0.5387455343643783,-0.35980569159756937,0.0032334738069000374,511,8,0.25225139794582135,0.3935675281718631,2473,2015,3,25,0,0,1,0,0,0,0,0,0,1
135,-0.5933655253567408,3,51109,-0.5505206326752106,0,-0.6127879565542392,-1.0448565661371165,0.0032334738069000374,556,8,0.25225139794582135,0.3935675281718631,2587,2014,12,1,0,0,1,0,0,0,0,0,0,1
665,-1.1771875200439659,7,64540,-0.5505206326752106,5,-0.48691583883147566,1.0102960574815252,0.0032334738069000374,338,8,0.25225139794582135,0.3935675281718631,1870,2016,11,17,0,0,1,0,0,0,0,0,0,1
119,-0.6265082586795964,15,68933,0.0600845233446075,4,0.20908292975321724,1.3528214947512986,0.0032334738069000374,38,8,-0.980075551150301,0.2807610919812034,2426,2015,5,11,0,0,1,0,0,0,0,1,0,0
85,-1.1963083277302289,6,71118,3.1131103034436975,5,-0.15372493897710138,-1.0448565661371165,0.0032334738069000374,209,8,-1.514205373639391,0.9165791868740132,2426,2015,5,11,0,0,1,0,0,0,0,0,0,1
85,0.1561701359447624,23,80819,-0.5505206326752106,5,-0.5535540188023504,-1.0448565661371165,0.0032334738069000374,32,13,-0.6758456248977328,-0.12944413053028675,2377,2015,6,29,0,0,1,0,0,0,0,0,1,0
556,1.6386700918863408,3,84877,1.2812948353842435,3,-0.590575229897281,-1.0448565661371165,0.0032334738069000374,558,13,0.25225139794582135,0.3935675281718631,2348,2015,7,28,0,0,1,0,0,0,0,0,0,1
824,-1.0318693816283684,6,81182,0.0600845233446075,4,-0.48691583883147566,0.6677706202117515,0.0032334738069000374,209,8,-0.4398477795967874,2.0856640710317595,3702,2011,11,12,0,0,1,0,0,0,0,0,0,1
