Product Details,ASIN,Brand,Price,Sales,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
"Lindt Dark Chocolate Spread, 200 g - Made with Lindt 70% Dark Chocolate and No Palm Oil",B08LCN6LFM,Lindt,3.5,576.0,301.0,2.87,8.0,5.0,231.0,9.0,8.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.9x4.7x3.3,0.9,10/6/2020
Premium Select Manuka Honey 525+ MGO,B07VBB34YW,PURE GOLD,27.02,3227.0,465.0,6.49,11.0,5.0,1548.0,5.0,45.0,,Grocery,Large Oversize,AMZ,2.3x3.2x2.3,0.62,7/25/2019
"Nutella Hazelnut Chocolate Spread, 350 g",B01N1FO0Q6,Nutella,2.9,1485.0,533.0,2.74,13.0,5.0,1016.0,10.0,0.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.9x5.0x3.2,1.26,8/21/2020
"Marmite Yeast Extract Vegan Spread, 600 g Tub",B005D50WD2,Marmite,7.2,3303.0,593.0,3.45,27.0,5.0,3337.0,7.0,28.0,Amazon,Food Cupboard,Large Oversize,AMZ,4.6x7.7x3.1,1.39,7/17/2011
"Pip & Nut Coconut Almond Butter, 1Kg",B01M5FR48W,Pip & Nut,15.4,3653.0,729.0,5.01,21.0,5.0,1642.0,9.0,5.0,Amazon,Food Cupboard,Large Oversize,AMZ,6.6x7.5x5.1,3.0,10/25/2016
"PBfit All-Natural Peanut Butter Powder, Peanut Butter Powder from Real Roasted Pressed Peanuts, High in Protein, Natural Ingredients, 225 g",B084TJXCDV,PBfit,4.51,3530.0,980.0,2.7,10.0,5.0,857.0,8.0,82.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.1x4.9x3.1,0.6,12/20/2016
"Grenade Carb Killa Protein Spread - Chocolate Chip Salted Caramel, 1 x 360 g Jar",B091LFKTWG,Grenade,14.08,2812.0,760.0,4.48,7.0,5.0,4412.0,7.0,0.0,,Grocery,Large Oversize,AMZ,3.1x4.3x2.4,0.86,5/18/2021
Steens Raw Monofloral Manuka Honey MGO 514+ (UMF15) 250g,B01M65VH3M,Steens,16.49,3699.0,809.0,4.84,1.0,5.0,1361.0,5.0,0.0,Protein Bliss Ltd,Food Cupboard,Large Oversize,FBA,3.3x4.6x3.0,0.6,3/8/2021
"Whole Earth Crunchy Peanut Butter, 454 g (Pack of 6)",B095CZNBDP,Whole Earth,15.0,2369.0,969.0,6.92,1.0,4.0,670.0,6.0,25.0,Amazon,Food Cupboard,Large Oversize,AMZ,6.8x10.6x5.5,10.41,5/12/2021
"ManiLife Peanut Butter - All Natural, Single Origin, No Added Sugar, No Palm Oil - Deep Roast Crunchy - (1 x 1kg)",B07R62WY5S,MANÍLIFE,9.99,2641.0,1042.0,3.48,1.0,5.0,1381.0,6.0,22.0,ManiLife Peanut Butter,Food Cupboard,Large Oversize,FBA,6.5x6.8x5.9,2.6,4/24/2019
THE PROTEIN WORKS Loaded Nuts | Protein Rich Peanut Butter | Zero Palm Oil | Brownie Deep Choc Dive | 500 g,B07JQN875K,THE PROTEIN WORKS,9.79,675.0,1117.0,3.31,2.0,4.0,486.0,7.0,0.0,Amazon,Grocery,Large Oversize,MFN,3.6x3.9x3.6,1.26,10/25/2018
"Bonne Maman Advent Calender Jars Christmas Gift, 30 g, Pack of 23",B08L5DX25C,Bonne Maman,24.99,1172.0,1415.0,7.96,34.0,5.0,367.0,7.0,0.0,Burmont's Speciality Gifts,Food Cupboard,Large Oversize,FBA,10.1x13.6x3.9,5.2,10/13/2020
"PB2 Foods Powdered Peanut Butter, 454g, from Real Roasted Pressed Peanuts, High in Protein, Natural Ingredients",B00TDFSCSA,PB2 Foods,9.16,1416.0,1660.0,3.27,4.0,5.0,3490.0,9.0,20.0,MarvelSupplements,Food Cupboard,Large Oversize,FBA,3.8x6.5x3.7,1.19,5/14/2014
Premium Select Manuka Honey 300+ MGO,B07VSVC7Y2,PURE GOLD,19.99,701.0,1758.0,,10.0,5.0,1311.0,6.0,11.0,Amazon,Grocery,Large Oversize,AMZ,2.3x3.3x2.3,0.62,7/25/2019
Nelson Honey New Zealand Manuka Honey (30+) 250g,B002F5GWGO,Nelson Honey UK,11.1,1102.0,1706.0,4.03,7.0,5.0,1820.0,3.0,2.0,Health Plus Living,Food Cupboard,Large Oversize,FBA,2.3x3.2x2.3,0.62,9/24/2020
Pure Raw Honey 1 kg (Buckwheat),B00S8QWJVG,Baltic Honey Shop,14.5,1045.0,1823.0,5.12,2.0,5.0,2509.0,1.0,8.0,Baltic Honey Shop,Food Cupboard,Large Oversize,FBA,6.1x8.8x5.8,3.44,8/8/2016
"Meridian Smooth Almond Butter, 1kg",B00JOFQWMM,Meridian,14.44,1050.0,1940.0,4.87,17.0,5.0,857.0,7.0,10.0,JAMBO SUPPLIES,Grocery,Large Oversize,FBA,6.6x7.9x5.6,2.47,4/14/2014
NDUJA DI SPILINGA by Delizie Vaticane 180g (Spicy Spreadable Italian Sausage) - Italian Artisan Food Gourmet Delicatessen,B009JDP9BO,Delizie Vaticane,6.99,960.0,2129.0,2.9,1.0,5.0,1313.0,1.0,29.0,italianachoice-com,Food Cupboard,Large Oversize,FBA,3.0x5.7x2.8,0.75,9/29/2012
"ManiLife Peanut Butter 1kg - All Natural, Single Origin, No Added Sugar, No Palm Oil - Original Roast Crunchy - (1 x 1kg)",B07R72Z2QW,MANÍLIFE,9.99,1238.0,2102.0,3.48,2.0,5.0,637.0,6.0,8.0,ManiLife Peanut Butter,Food Cupboard,Large Oversize,FBA,6.5x6.9x5.8,2.62,4/17/2020
"Pure Raw Honey Forest and Field Unpasteurised Natural, Directly from The Hive 1 kg | Unfiltered Unheated",B07ZH8YVYJ,Q honey,13.99,469.0,2545.0,5.05,1.0,5.0,912.0,7.0,39.0,Comfort_Care2,Food Cupboard,Large Oversize,FBA,5.7x7.7x5.2,3.35,7/15/2020
Good Good Jam with Stevia - Apricot 330g,B0773S7YDN,Good Good,4.99,964.0,2254.0,2.91,1.0,4.0,3638.0,6.0,11.0,GOOD GOOD - TASTE GOOD FEEL GOOD,Food Cupboard,Large Oversize,FBA,3.5x7.5x3.1,1.19,11/29/2017
"Just Bee Raw Vitamin Lemon and Ginger Honey, Natural Honey with Vitamins, Including Vitamin C, B6, B12, Echinacea (260g jar)",B0882ZMWHQ,Just Bee,7.99,665.0,2332.0,2.97,1.0,4.0,605.0,7.0,17.0,Just Bee Honey,Food Cupboard,Large Oversize,FBA,2.6x2.6x2.6,0.64,4/28/2020
"Marmite Yeast Extract Vegan Spread, 24 x 8 g Love Portions, 192 g (Pack of 1)",B004AVCJQS,Marmite,5.97,989.0,2391.0,2.82,13.0,5.0,1310.0,6.0,20.0,Amazon,Food Cupboard,Small Oversize,AMZ,3.5x5.0x2.7,0.51,11/5/2010
"The Groovy Food Company Organic Mexican Wildflower Honey, 340 g",B07R1RHMMV,Groovy Food Company,2.96,416.0,2808.0,2.74,1.0,5.0,388.0,4.0,18.0,Amazon,Food Cupboard,Large Oversize,AMZ,2.9x3.6x2.9,1.19,4/17/2019
"Whole Earth Crunchy Organic Peanut Butter, 340g",B015ZLG8Z4,Whole Earth,3.0,863.0,2777.0,2.74,2.0,5.0,595.0,1.0,12.0,Amazon,Food Cupboard,Large Oversize,AMZ,2.8x5.0x2.7,1.28,9/23/2015
"Tropical Forest Clear Organic Honey Tub, 3.18Kg",B009F7JA14,Tropical Forest,,366.0,2755.0,,1.0,4.0,1081.0,1.0,0.0,Amazon,Food Cupboard,Large Oversize,AMZ,7.9x8.2x5.4,7.3,9/21/2012
Steens UMF 10 (MGO 263) Raw Unpasteurized NZ Manuka Honey 340 Gram - with Natural Enzymes & Beebread,B00KHLLMUE,Steens,18.01,42.0,2740.0,5.09,1.0,5.0,1035.0,5.0,17.0,Protein Bliss Ltd,Food Cupboard,Large Oversize,FBA,2.6x3.7x2.6,0.82,5/22/2014
"Pipkin 100% Organic Tahini Paste 908g – Roasted and Pressed Ethiopian Sesame Seeds - All Natural, Kosher, Vegan, Non-GMO",B085QF9KSG,pipkin,8.99,814.0,2626.0,3.39,1.0,5.0,1706.0,9.0,5.0,Pipkin LTD,Food Cupboard,Large Oversize,FBA,3.7x6.4x3.7,2.14,3/10/2020
Tiptree Jams & Marmalade Tasting Selection Giftbox,B0182IYOJ4,Tiptree,21.99,501.0,3161.0,8.86,3.0,5.0,1525.0,1.0,17.0,Universal Product Solutions,Food Cupboard,Large Oversize,FBA,13.8x17.0x5.5,5.07,11/3/2015
"Rowse Squeezable Blossom Honey, 680g",B002E2LOYS,Rowse,4.15,530.0,2933.0,2.84,11.0,5.0,232.0,4.0,16.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.7x6.7x2.0,1.57,11/4/2012
"Ricola Soothe & Clear Original Herb Bag, Naturally Soothing Throat Lozenges, 75 g Pack of 12 Bags",B088VD8XJ2,Ricola,12.32,295.0,3699.0,4.55,8.0,5.0,40.0,5.0,0.0,Amazon,Health & Personal Care,Large Oversize,AMZ,7.1x11.6x5.2,2.58,5/6/2020
"PB&Me Powdered Peanut Butter, Chocolate, 0.453 kg,PB-050",B01CD3A9T8,PB&Me,8.99,747.0,3092.0,3.23,1.0,5.0,1824.0,6.0,8.0,Amazon,Food Cupboard,Large Oversize,AMZ,4.0x5.8x3.8,1.21,11/28/2016
"ManiLife Peanut Butter - All Natural, Single Origin, No Added Sugar, No Palm Oil - Original Roast Smooth - (1 x 1kg)",B07ZKG145V,MANÍLIFE,9.99,560.0,3482.0,3.47,2.0,5.0,937.0,6.0,6.0,ManiLife Peanut Butter,Food Cupboard,Large Oversize,FBA,6.5x6.9x5.7,2.62,12/5/2019
"British Summer Honey - Pure and Natural, Single Origin British / UK Honey (227g Glass jar)",B07WG3NZKS,Black Bee Honey,6.5,626.0,4392.0,3.02,6.0,5.0,641.0,7.0,19.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.2x6.1x3.1,0.93,11/20/2017
Duerr's Spirit Infused Jams & Marmalades Gift Set - Pack of 6,B08187Z3HK,Duerr's,6.95,276.0,3757.0,3.07,36.0,5.0,318.0,4.0,0.0,GemForte,Food Cupboard,Large Oversize,FBA,9.0x9.6x3.6,1.46,11/9/2019
"Comvita Manuka Honey/ Propolis Lemon and Honey Lozenges, Pack of 12",B0044061UU,Comvita,3.99,281.0,4162.0,2.54,8.0,5.0,214.0,8.0,1.0,Amazon,Health & Personal Care,Small Oversize,AMZ,2.5x4.6x1.1,0.26,2/4/2008
"British Autumn Honey - 100% Pure and Natural, Single-Origin British / UK Honey (227g Glass jar)",B081K315JG,Black Bee Honey,6.5,285.0,3907.0,3.03,7.0,5.0,582.0,7.0,0.0,Amazon,Food Cupboard,Large Oversize,AMZ,4.1x4.8x2.8,0.93,11/15/2019
"Meridian Smooth Almond Butter 1kg - Vegan Friendly, Free From Palm Oil, Made With 100% Nuts",B08SVZTXCK,Meridian,14.19,477.0,4777.0,4.83,1.0,5.0,81.0,5.0,5.0,Meridian Foods,Food Cupboard,Large Oversize,FBA,5.1x5.1x4.6,2.31,1/13/2021
"ManiLife Peanut Butter - All Natural, Single Origin, No Added Sugar, No Palm Oil - Deep Roast Smooth - (1 x 1kg)",B07Z7WR737,MANÍLIFE,9.99,571.0,3709.0,3.48,1.0,5.0,947.0,6.0,5.0,ManiLife Peanut Butter,Food Cupboard,Large Oversize,FBA,6.5x7.0x5.7,2.62,12/5/2019
"Morrisons Pure Clear Honey, 454 g, Pack of 6",B01M9F5U03,Morrisons,14.4,428.0,5105.0,6.34,1.0,5.0,486.0,7.0,4.0,Amazon,Food Cupboard,Large Oversize,AMZ,5.3x9.4x4.8,6.35,1/1/2016
"Stute No Sugar Added Fine Cut Orange Marmalade, 430g",B001E976WG,Stute,1.65,533.0,3330.0,2.63,13.0,5.0,684.0,8.0,12.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.9x6.9x3.0,1.46,8/14/2008
"Kiva Raw Manuka Honey, Certified UMF 20+ (MGO 830+) - New Zealand (250 gr)",B015P0U3JM,Kiva,44.99,275.0,5228.0,9.21,1.0,5.0,3378.0,7.0,14.0,Kiva Health EU,Food Cupboard,Small Oversize,FBA,2.3x3.0x2.3,0.46,6/28/2018
THE PROTEIN WORKS Peanut Butter | 100% Natural Roasted Peanut Butter | No Added Sugar | Crunchy | 250g,B08F81438G,THE PROTEIN WORKS,,412.0,4522.0,,1.0,4.0,767.0,6.0,0.0,Amazon,Health & Personal Care,Large Oversize,AMZ,4.0x6.9x4.0,0.64,8/13/2020
Durkee Marshmallow Fluff 212g,B003WOF0MY,Marshmallow Fluff,4.95,338.0,4547.0,2.73,5.0,5.0,677.0,4.0,7.0,B/A\C Trading,Food Cupboard,Large Oversize,FBA,3.3x5.2x3.2,0.57,8/20/2010
Lotus Biscoff 1.6kg Jar - Original Caramelised Spread Smooth,B06XXCLLH2,Lotus Bakeries,10.99,421.0,4405.0,3.73,14.0,5.0,854.0,4.0,14.0,PureGusto Coffee ⭐⭐⭐⭐⭐,Food Cupboard,Large Oversize,MFN,4.5x6.5x4.5,3.77,3/28/2017
Mixed Pack - Wilkin & Sons of Tiptree Strawberry / Raspberry / Orange Marmalade Preserves - 8 x 28g Mini Jars of Each flavour - 24 unit Mixed Pack,B0711B9KX6,Wilkin & SonsKebonds,9.9,418.0,4029.0,5.97,4.0,5.0,551.0,5.0,16.0,Universal Product Solutions,Food Cupboard,Large Oversize,MFN,8.1x11.2x2.3,4.28,3/26/2017
"PB&Me Organic Powdered Peanut Butter, No Sugar Added, 0.2 kg",B07DDFNJ74,PB&Me,5.99,336.0,4431.0,2.82,5.0,4.0,1171.0,6.0,10.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.0x5.0x3.0,0.55,6/13/2019
Wilkin & Sons of Tiptree Strawberry Preserve 28g Mini Jar - 24 Pack,B011O1WZUQ,Wilkin & Sons,8.9,521.0,3644.0,4.95,7.0,5.0,647.0,2.0,16.0,Universal Product Solutions,Food Cupboard,Large Oversize,MFN,8.2x11.4x2.3,4.25,7/15/2015
"EATALIAN by AMZ BETTER Spreadable Pistachio Cream 200 Grams, Pistachio Cream Natural & Sicilian Protein, Protein Paste Made in Italy Superior Quality. Sweet Taste Ideal on Bread and for Filling Cakes",B086DZN9V7,AMZ BETTER,6.49,489.0,4283.0,2.86,1.0,5.0,901.0,7.0,0.0,BETTERSHOP SRLS,Food Cupboard,Small Oversize,FBA,2.7x2.9x2.6,0.51,3/26/2020
Nutural World - Crunchy Almond Nut Butter (1kg) Great Taste Award Winner - 100% Pure - single ingredient *** New Packaging ***,B0755K95SY,Nutural World,17.47,363.0,3537.0,5.33,3.0,4.0,1078.0,8.0,0.0,Amazon,Food Cupboard,Large Oversize,AMZ,5.9x6.3x5.5,2.34,5/23/2018
Nutural World - Smooth Cashew Nut Butter (1kg) *** Reusable Glass Jar *** Great Taste Award Winner - 100% Pure - single ingredient,B07Q8YWNRB,Nutural World,19.2,319.0,4642.0,5.85,1.0,5.0,687.0,1.0,5.0,Nutural World,Food Cupboard,Large Oversize,FBA,5.6x10.5x5.6,3.68,5/28/2021
ECO RAW BUCKWHEAT Honey 1.25kg Pure Natural Unpasteurised Dark Honey in a Glass Jar Unfiltered Unheated Unprocessed from Non-Sugar Fed Bees Wellnesstore.uk,B01DFZ5PTW,Wellnesstore.uk,17.49,359.0,4339.0,5.58,1.0,5.0,618.0,9.0,7.0,Wellnesstore uk,Food Cupboard,Large Oversize,FBA,5.5x9.9x5.0,3.5,3/25/2016
"Pearce Duff'S Blancmange Strawberry Flavour, 35 g",B07DJGLM2Z,Pearce,1.99,585.0,4607.0,1.72,13.0,5.0,350.0,1.0,12.0,Edward Leonard Conroy,Food Cupboard,Standard Envelope,FBA,3.8x4.8x0.5,0.09,6/5/2018
Lotus Biscoff Spread 200g x 2 Bundle,B08F4FDRWJ,Lotus Bakeries,6.95,247.0,4298.0,3.07,7.0,4.0,121.0,2.0,0.0,A Star Trading Ltd,Food Cupboard,Large Oversize,FBA,3.1x6.3x2.7,1.5,8/2/2020
"Manuka Doctor 70 MGO Manuka Honey, 250 g",B07D2Q4NGB,Manuka Doctor,15.34,381.0,5106.0,4.68,8.0,5.0,527.0,6.0,6.0,ABS Supply,Food Cupboard,Large Oversize,FBA,2.8x3.1x2.2,0.66,5/8/2018
"The Bay Tree Sweet Chilli Jam - Sweet & Sticky Makes Delicious Sauces Great with Crackers & Cheese Sensational in Sauces Traditional Cooking Methods Suitable for Vegetarians - 220g Jar, (Pack of 1)",B07N12FY8R,The Bay Tree,2.08,80.0,4419.0,2.67,4.0,5.0,395.0,4.0,2.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.5x6.2x3.1,1.01,1/22/2019
"Just Bee Raw Vitamin Honey, raw natural honey with vitamins, floral and meadow honey with Vitamin C, B6, B12, Echinacea (260g jar)",B0882QS85J,Just Bee,7.99,413.0,5205.0,2.97,1.0,5.0,444.0,7.0,14.0,Just Bee Honey,Food Cupboard,Large Oversize,FBA,2.6x2.6x2.6,0.66,4/28/2020
Kirkland Signature H.K Anderson Peanut Butter Filled Pretzels Nuggets 1.56 kg,B07B9NFJM8,KIRKLAND SIGNATURE,12.74,359.0,4207.0,5.32,18.0,5.0,273.0,4.0,9.0,Pearls Trading,Food Cupboard,Large Oversize,MFN,5.5x10.6x5.5,3.95,10/30/2018
"Achva Pure Tahini Sesame Paste | Rich Creamy Taste for Hummus, Tahini Sauce & Dressing | Kosher, Vegan Gluten Free, Peanut Free & Non-GMO (2 Jars of 500g)",B086T342H9,Achva,9.99,291.0,5011.0,3.48,2.0,5.0,297.0,9.0,10.0,dp online,Food Cupboard,Large Oversize,FBA,6.7x6.9x3.3,2.4,4/6/2020
"Yumello - Smooth Almond Butter – Vegan Friendly, Dairy Free, No Added Sugar, No Palm Oil – (1 x 230g)",B0813VSF69,Yumello,3.95,346.0,3934.0,2.65,14.0,5.0,450.0,6.0,15.0,Amazon,Food Cupboard,Large Oversize,AMZ,2.7x3.0x2.6,0.57,11/1/2019
Meridian Organic 100 Percent Smooth Peanut Butter 1 Kg,B00E5XGW6E,Meridian,9.49,477.0,5166.0,3.43,6.0,4.0,601.0,1.0,10.0,Energy-Star,Food Cupboard,Large Oversize,FBA,6.2x8.0x5.8,2.51,1/25/2013
"Nutella & Go Hazelnut Chocolate Spread with Breadsticks in Bulk, 48 g, Pack of 12",B00Q3WQ7GK,Nutella,12.0,280.0,6019.0,4.4,12.0,5.0,290.0,11.0,6.0,Amazon,Food Cupboard,Large Oversize,AMZ,6.3x11.7x3.3,2.05,11/19/2014
"Mellona 100% Raw & Natural Creamy Golden Honey, Unheated & Unfiltered, 1KG",B081QRBCCV,Mellona,15.49,402.0,5315.0,5.28,2.0,5.0,359.0,9.0,0.0,aromabasket,Food Cupboard,Large Oversize,FBA,4.9x6.7x4.8,3.11,1/11/2016
"Award Winning Manuka Honey 60+ - from New Zealand - 100% Pure, Thick & Creamy - 500g by NutriZing",B079D9KLNZ,NutriZing,16.87,357.0,5165.0,5.08,1.0,5.0,951.0,7.0,1.0,NutriZing,Food Cupboard,Large Oversize,FBA,2.6x4.5x2.5,1.19,1/28/2018
"Yumello – Smooth Salted Date Almond Butter - Vegan Friendly, Dairy Free, No Refined Sugar, No Palm Oil – (1 x 230g)",B0813VVPJT,Yumello,3.95,217.0,5352.0,2.65,8.0,5.0,169.0,7.0,0.0,Amazon,Food Cupboard,Small Oversize,AMZ,2.8x3.1x2.8,0.53,11/1/2019
Wilkin & Sons of Tiptree Mini Silver Gift Tin - 6 x 42g,B0166S3HM2,Wilkin & Sons Ltd,9.93,281.0,5073.0,3.31,2.0,5.0,250.0,1.0,3.0,Universal Product Solutions,Food Cupboard,Large Oversize,FBA,8.0x9.3x2.7,1.81,10/5/2015
Bumblee's Preserves Blood Orange Marmalade 330g Jar,B0777NQGW8,Bumblee's Preserves,7.75,174.0,4729.0,3.13,1.0,5.0,536.0,7.0,0.0,Natural Home Stores,Food Cupboard,Large Oversize,FBA,3.3x4.3x3.0,1.28,11/6/2017
"Sunita Greek Sesame Spread Organic Whole Tahini, 280g",B00JXLEHDI,Sunita,3.29,282.0,5501.0,2.77,6.0,5.0,744.0,5.0,8.0,Energy-Star,Food Cupboard,Large Oversize,FBA,4.1x5.0x3.5,1.1,4/25/2014
Meridian Organic Smooth Almond Butter 100%,B013OT2J9S,Meridian,4.19,289.0,5681.0,2.67,6.0,5.0,56.0,5.0,2.0,Amazon,Food Cupboard,Large Oversize,AMZ,2.4x3.2x2.4,0.77,9/1/2015
Nelson Honey UK Classic 100+mg Manuka Honey 500 g,B000NHLFAO,Nelson Honey New Zealand,22.49,322.0,5362.0,5.94,9.0,5.0,562.0,3.0,5.0,,Grocery,Large Oversize,AMZ,2.6x4.4x2.6,1.19,2/22/2007
"Whole Earth Organic Smooth Peanut Butter, 340g",B015ZLGB3S,Whole Earth,3.0,499.0,5805.0,2.74,1.0,5.0,278.0,1.0,3.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.4x8.6x3.4,1.28,9/30/2015
Hilltop Honey Cut Comb Slab 200g - Pure and Natural Hive To Home Premium Quality and Tested For Authenticity Certified Kosher Dairy Nut and Gluten Free,B00T4OCO6G,Hilltop Honey,8.12,288.0,5108.0,3.44,14.0,4.0,1999.0,4.0,17.0,Go2online,Food Cupboard,Large Oversize,FBA,4.9x5.0x1.7,0.55,2/3/2015
Raw Health Organic Maya Honey 350g (Packaging May Vary),B081QQ7F8H,Raw Health,5.45,287.0,5875.0,2.65,6.0,4.0,471.0,5.0,6.0,Amazon,Food Cupboard,Large Oversize,AMZ,2.9x6.0x1.6,0.84,6/11/2014
Meridian Organic Peanut Butter Crunchy 1kg - Pack of 6,B01LTINF4O,Meridian,8.49,403.0,5277.0,3.35,5.0,5.0,908.0,6.0,8.0,Energy-Star,Food Cupboard,Large Oversize,FBA,6.6x6.6x6.0,2.73,6/11/2010
"Wilkin & Sons Tiptree Jam Trio Gift Pack, 3 x 42 Grams",B08245QW4W,Tiptree,4.95,144.0,5053.0,2.74,7.0,4.0,53.0,2.0,4.0,Universal Product Solutions,Food Cupboard,Large Oversize,FBA,2.4x7.6x2.0,0.71,11/28/2019
"Whole Earth Crunchy Peanut Butter, 454g",B015ZLGAF2,Whole Earth,,96.0,8863.0,,1.0,5.0,530.0,1.0,-1.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.5x6.4x3.3,1.72,2/10/2017
"Marshmallow Fluff - Vegetarian Marshmallows - Gluten-Free - Great for Cakes, Smores and as Kids' Treats, 454 g",B0011CVP2I,Fluff,5.63,389.0,5556.0,2.96,10.0,5.0,610.0,7.0,8.0,B/A\C Trading,Food Cupboard,Large Oversize,FBA,4.6x6.4x4.5,1.1,6/22/2010
"The Skinny Food Co. Chocaholic Duo-Hazelnut and White Chocolate Spread, Zero Palm Oil, Low Sugar",B0892SWNGL,The Skinny Food Co.,3.79,434.0,5854.0,3.01,5.0,5.0,199.0,7.0,13.0,Amazon,Grocery,Large Oversize,AMZ,3.7x4.7x3.6,1.26,5/22/2020
Al Yaman Original Lebanese Sesame Tahini 454g - (Pack of 2),B078581HJG,S.H Al Yaman & Sons,13.75,361.0,5110.0,4.76,1.0,5.0,330.0,1.0,3.0,The Sunflower Store,Food Cupboard,Large Oversize,FBA,7.0x8.9x3.4,2.16,9/9/2017
"Meridian Smooth Peanut Butter 1kg Twin Pack (2 x 1kg Tubs) - Vegan, Free From Palm Oil, Made With 100% Nuts",B08SWF2TQS,Meridian,13.0,195.0,6466.0,6.28,4.0,5.0,71.0,5.0,4.0,Meridian Foods,Food Cupboard,Large Oversize,FBA,5.6x11.0x5.2,4.94,1/13/2021
Mrs Picklepot Sweet Chilli Jam Sweet & Sticky Makes Delicious Sauces Great with Crackers & Cheese Sensational in Sauces Traditional Cooking Methods Suitable for Vegetarians - 220g Jar,B08P39VGQY,Mrs Picklepot,3.49,357.0,5768.0,2.61,1.0,5.0,181.0,1.0,14.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.9x4.4x3.0,0.86,11/22/2020
Naturya Vegan Cacao & Hazelnut Crunchy Spread 170g,B08KX7BPVT,NATURYA,5.99,152.0,5335.0,2.82,4.0,4.0,275.0,7.0,3.0,Amazon,Food Cupboard,Large Oversize,AMZ,3.6x4.0x3.1,0.75,9/30/2020
"Whole Earth Smooth Peanut Butter, 454 g (Pack of 6)",B095CTL7LK,Whole Earth,15.0,326.0,6167.0,6.92,1.0,4.0,110.0,6.0,9.0,Amazon,Food Cupboard,Large Oversize,AMZ,11.9x13.7x6.3,10.47,5/12/2021
SUPERFOODIO Peanut Butter Buttons | 20g x 6 Coco Crunch Packs | Vegan | Low Carb | All-Natural Ingredients | Protein | No Refined Sugar | (20g x 6 Packs),B09KNWSX34,Superfoodio,8.99,24.0,5090.0,26.58,1.0,5.0,4.0,6.0,0.0,Superfoodio,Food Cupboard,Large Oversize,MFN,69.3x98.4x9.1,0.44,10/29/2021
Rowse Organic Honey. Triple Pack (3x340g),B07W7KHDCW,Rowse,13.46,199.0,6109.0,4.72,18.0,4.0,89.0,1.0,2.0,TRBTrading,Food Cupboard,Large Oversize,FBA,6.8x8.2x3.3,2.42,8/5/2019
30 x 15g Nutella Spread Portions by Ferrero,B00O8ZCQH8,Nutella,6.99,190.0,5858.0,3.07,7.0,5.0,304.0,3.0,4.0,Universal Product Solutions,Food Cupboard,Large Oversize,FBA,6.5x7.1x2.8,1.28,9/3/2015
Skippy Smooth Peanut Butter 1.13Kg,B003ZZC762,SKIPPY,9.6,441.0,6173.0,3.44,19.0,5.0,1064.0,6.0,5.0,,Food Cupboard,Large Oversize,FBA,3.9x6.5x3.8,2.65,11/4/2008
Zeina Almond Butter 1Kg,B07PXZ72TX,zeina LOVE OUR FOOD,15.95,290.0,7855.0,5.09,1.0,5.0,367.0,7.0,4.0,Zeina Foods,Food Cupboard,Large Oversize,FBA,6.7x7.5x5.7,2.73,1/11/2019
"Funky Nut Natural Peanut Butter Crunchy 1kg, 100% Quality Peanuts, no Palm Oil, Made in The UK, Vegetarian and Vegan Friendly",B075GQ6ZS8,Funky Nut Company,6.49,256.0,7427.0,3.19,1.0,4.0,413.0,9.0,5.0,Funky Nut Company,Food Cupboard,Large Oversize,FBA,4.1x5.5x4.1,2.38,9/7/2017
Skippy Extra Crunchy Super Crunch Peanut Butter 1.13Kg,B003ZZ6EIE,SKIPPY,10.99,270.0,5939.0,4.48,17.0,5.0,881.0,6.0,0.0,𝗕𝗮𝗿𝗴𝗮𝗶𝗻𝗛𝘂𝗯 𝗦𝗽𝗲𝗲𝗱𝘆𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝘆,Food Cupboard,Large Oversize,MFN,3.9x6.5x3.8,2.65,8/18/2010
"Manuka Doctor 100 MGO Manuka Honey, 250 g",B07D2NNZWS,Manuka Doctor,20.35,182.0,7370.0,,12.0,5.0,134.0,9.0,2.0,Amazon,Food Cupboard,Large Oversize,FBA,2.3x3.2x2.3,0.62,5/8/2018
Belgian Choco Hazel with Stevia and Maltitol 12 oz (350g) - No Added Sugar - A healthy and delicious Option For Those Who Love Chocolate Spreads - Gluten Free - Vegetarian Friendly,B0754CLFL1,Good Good,5.99,234.0,9403.0,2.99,1.0,4.0,400.0,8.0,3.0,GOOD GOOD - TASTE GOOD FEEL GOOD,Food Cupboard,Large Oversize,FBA,3.7x8.2x3.3,1.21,6/30/2019
Official Personalised Marmite - Classic Jar,B082T33LVV,Personalised Sports & Photo Gifts,12.5,147.0,6394.0,,1.0,5.0,196.0,4.0,2.0,,Grocery,,,,,12/16/2019
